-61,-61,-63,-61,-61,-63,-63,-61,-61
0,0,0,0,-1,0,0,0,0
0,0,0,0,0,0,0,0,0
10.01033741900028,45.045201792000626,80.08512141600022,115.12515551700017,150.1618897190001,185.1962158590004,220.2263928100001,255.26096235300065,290.3002208500002
