-69,-67,-71,-69,-67,-67,-69,-61,-61,-55,-53,-53,-57,-51,-55,-57,-57,-55,-53,-53,-51,-51,-53,-51,-51,-51,-53,-51,-51,-51,-55,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-51,-53,-55,-51,-51,-53,-51,-51
6,inf,5,4,1,5,3,3,-3,-2,-1,4,1,3,0,1,3,0,4,8,7,8,7,7,5,6,6,5,4,3,1,0,8,17,17,19,17,15,14,16,18,15,1,2,-3,2,-5,-4,-3,1,3,9,13,16,8,4,7,7,12,11,14,15,9,7,1,10,-1,-14,-19,-17,8,-10,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.005719227999975,25.027192463999995,45.04324552899999,65.066552971,85.089755328,105.113125626,125.13674344899997,145.160084974,165.18281783899997,185.20620740499996,205.22938103199996,225.249276633,245.271401832,265.294546814,285.31101417,305.33435062800004,325.35765548899997,345.38096987200004,365.404827351,385.430814694,405.45680279199996,425.484746709,445.512882353,465.53619883199997,485.55933886599996,505.581261746,525.605469158,545.629590507,565.653038294,585.675254477,605.6985643849999,625.721576174,645.745395264,665.768334056,685.792845472,705.815174268,725.83855316,745.861828456,765.885194698,785.908613048,805.9292581889999,825.952563674,845.9713797569999,865.990945496,886.0103582959999,906.028922302,926.051503377,946.0747616799999,966.0980519459999,986.1214277849999,1006.144764403,1026.1612826599999,1046.184624037,1066.2079035279999,1086.224476821,1106.247604185,1126.266530931,1146.286625801,1166.309324452,1186.332599296,1206.355902806,1226.379234944,1246.402487917,1266.425806667,1286.4490234559998,1306.472232004,1326.495553347,1346.519443141,1366.5439906059999,1386.567121452,1406.590375425,1426.615395992,1446.640401264,1466.663587516,1486.69058258
