-67,-63,-63,-65
1,2,2,1
3.774917217635375,1.707825127659933,3.9157800414902435,2.6299556396765835
4740.3091N,4740.3091N,4740.3091N,4740.3091N
12218.8973W,12218.8972W,12218.8973W,12218.8973W
43.5,43.5,43.6,43.6
0.0,0.0,0.0,0.0
0,0,0,0
15.015190373998848,30.029069264999634,45.046867987999576,60.06451802099946
